FlightID,AircraftModel,TailNumber
F2480,ATR 72-600,VT-IEL
F2481,Airbus A321,VT-OVR
F2482,Airbus A319,VT-KTK
F2483,Airbus A321,VT-BZS
F2484,Airbus A320,VT-NTO
F2485,Airbus A321,VT-MHY
F2486,Airbus A320,VT-FJP
F2487,Boeing 737-900,VT-NKA
F2488,ATR 72-600,VT-POM
F2489,Boeing 737-800,VT-FCK
F2490,Airbus A320,VT-CSH
F2491,Boeing 777-300ER,VT-EFH
F2492,Airbus A321,VT-VTN
F2493,Boeing 787-8,VT-TPW
F2494,Airbus A321,VT-YEG
F2495,Boeing 787-8,VT-TKQ
F2496,Boeing 737-900,VT-AWR
F2497,Boeing 787-8,VT-IAX
F2498,Bombardier Q400,VT-CZY
F2499,Boeing 787-8,VT-RPL
F2500,Airbus A319,VT-WBT
F2501,Boeing 787-8,VT-JNS
F2502,Boeing 737-800,VT-UQW
F2503,Boeing 777-300ER,VT-KGT
F2504,Airbus A321,VT-TEY
F2505,Airbus A319,VT-AYN
F2506,Boeing 737-900,VT-FPB
F2507,Bombardier Q400,VT-OFL
F2508,Boeing 787-8,VT-ZUD
F2509,ATR 72-600,VT-JJQ
F2510,Airbus A320,VT-FBU
F2511,ATR 72-600,VT-FCS
F2512,Boeing 787-8,VT-LEV
F2513,Airbus A319,VT-ZGM
F2514,Airbus A321,VT-KWH
F2515,Boeing 737-800,VT-SDO
F2516,Airbus A320,VT-NRO
F2517,Boeing 777-300ER,VT-HFH
F2518,ATR 72-600,VT-VVT
F2519,Airbus A319,VT-EKX
F2520,Bombardier Q400,VT-AOB
F2521,Boeing 737-900,VT-YJP
F2522,Boeing 777-300ER,VT-SJJ
F2523,Boeing 737-800,VT-NKM
F2524,Airbus A320,VT-JSS
F2525,Airbus A320,VT-SRA
F2526,Boeing 737-800,VT-WUX
F2527,Airbus A321,VT-WLY
F2528,Boeing 787-8,VT-CFH
F2529,Boeing 737-900,VT-OTA
F2530,Bombardier Q400,VT-OTZ
F2531,ATR 72-600,VT-IRP
F2532,Boeing 787-8,VT-JKT
F2533,ATR 72-600,VT-JRA
F2534,Airbus A321,VT-RPH
F2535,Boeing 777-300ER,VT-ZNG
F2536,Boeing 787-8,VT-ACY
F2537,Airbus A320,VT-QII
F2538,Airbus A321,VT-VNT
F2539,Airbus A321,VT-HWF
F2540,ATR 72-600,VT-FOF
F2541,ATR 72-600,VT-AOH
F2542,Boeing 737-800,VT-FJX
F2543,Bombardier Q400,VT-NYI
F2544,Boeing 787-8,VT-GAV
F2545,ATR 72-600,VT-JGW
F2546,Bombardier Q400,VT-FRU
F2547,Boeing 737-800,VT-NUV
F2548,Boeing 777-300ER,VT-EWB
F2549,Boeing 777-300ER,VT-AHY
F2550,ATR 72-600,VT-WDT
F2551,Boeing 737-800,VT-JHJ
F2552,Airbus A319,VT-MQX
F2553,Boeing 787-8,VT-SIJ
F2554,ATR 72-600,VT-WYY
F2555,Boeing 737-900,VT-AEG
F2556,Bombardier Q400,VT-ZBH
F2557,Bombardier Q400,VT-UPL
F2558,Airbus A319,VT-EXP
F2559,Boeing 787-8,VT-PNF
F2560,Boeing 787-8,VT-AXM
F2561,Boeing 737-900,VT-TXM
F2562,Airbus A319,VT-EKW
F2563,Airbus A321,VT-TGJ
F2564,Airbus A319,VT-ZFA
F2565,Airbus A321,VT-PXM
F2566,Airbus A320,VT-NEC
F2567,Bombardier Q400,VT-ZRJ
F2568,Boeing 777-300ER,VT-TSS
F2569,Bombardier Q400,VT-NOG
F2570,ATR 72-600,VT-FZD
F2571,ATR 72-600,VT-PPS
F2572,Airbus A320,VT-CUB
F2573,Boeing 787-8,VT-OLV
F2574,Airbus A319,VT-DIT
F2575,Boeing 737-900,VT-ZQW
F2576,Boeing 737-900,VT-TJD
F2577,Bombardier Q400,VT-GEO
F2578,Boeing 737-900,VT-WSM
F2579,Boeing 737-900,VT-EEC
F2580,ATR 72-600,VT-LIY
F2581,Boeing 737-800,VT-IOP
F2582,ATR 72-600,VT-JOO
F2583,Bombardier Q400,VT-PQX
F2584,Boeing 777-300ER,VT-UPR
F2585,Bombardier Q400,VT-GTM
F2586,Airbus A321,VT-VSH
F2587,Boeing 737-800,VT-DJW
F2588,Airbus A319,VT-RGT
F2589,Bombardier Q400,VT-ACP
F2590,Boeing 737-900,VT-VGE
F2591,Bombardier Q400,VT-QYY
F2592,Boeing 777-300ER,VT-SEJ
F2593,Boeing 777-300ER,VT-CNX
F2594,Airbus A321,VT-LTS
F2595,Boeing 737-900,VT-SHS
F2596,Boeing 777-300ER,VT-JMN
F2597,Bombardier Q400,VT-SGC
F2598,Boeing 777-300ER,VT-KEC
F2599,Bombardier Q400,VT-BNY
F2600,Boeing 787-8,VT-BCK
F2601,Airbus A319,VT-PYI
F2602,Airbus A319,VT-DMX
F2603,Boeing 787-8,VT-FSV
F2604,Boeing 737-800,VT-MKC
F2605,Boeing 737-900,VT-NJH
F2606,Airbus A320,VT-ZCT
F2607,Boeing 777-300ER,VT-BQU
F2608,Airbus A319,VT-JYY
F2609,Airbus A321,VT-HFW
F2610,Boeing 737-900,VT-HEQ
F2611,Bombardier Q400,VT-SNZ
F2612,Boeing 737-900,VT-KYC
F2613,Boeing 777-300ER,VT-HYE
F2614,Boeing 787-8,VT-FPK
F2615,Boeing 777-300ER,VT-ZMU
F2616,Boeing 787-8,VT-ZFK
F2617,ATR 72-600,VT-STD
F2618,Boeing 737-800,VT-WKQ
F2619,ATR 72-600,VT-SOL
F2620,Airbus A321,VT-JRR
F2621,Boeing 737-900,VT-SUW
F2622,Boeing 737-800,VT-GRE
F2623,Bombardier Q400,VT-RVA
F2624,Airbus A321,VT-TOP
F2625,Boeing 777-300ER,VT-ZAX
F2626,ATR 72-600,VT-BWX
F2627,Boeing 737-900,VT-FWK
F2628,Bombardier Q400,VT-JBC
F2629,Airbus A321,VT-ZRI
F2630,Airbus A319,VT-BMA
F2631,Boeing 737-900,VT-LZQ
F2632,ATR 72-600,VT-IER
F2633,Boeing 737-900,VT-SKC
F2634,Airbus A319,VT-YBB
F2635,Boeing 787-8,VT-LBW
F2636,Boeing 737-900,VT-RAF
F2637,Airbus A321,VT-LYZ
F2638,Boeing 787-8,VT-QTR
F2639,Airbus A319,VT-QFG
F2640,Airbus A319,VT-LTH
F2641,Boeing 737-800,VT-YVQ
F2642,Airbus A319,VT-DIM
F2643,Boeing 737-900,VT-SKG
F2644,Bombardier Q400,VT-VBE
F2645,Airbus A320,VT-RCD
F2646,ATR 72-600,VT-GLO
F2647,ATR 72-600,VT-BHV
F2648,Boeing 737-900,VT-XFX
F2649,Airbus A320,VT-NLA
F2650,Bombardier Q400,VT-FTN
F2651,Bombardier Q400,VT-JSF
F2652,Airbus A319,VT-PUU
F2653,Boeing 787-8,VT-LOS
F2654,Airbus A321,VT-UVW
F2655,Boeing 737-800,VT-RJP
F2656,Bombardier Q400,VT-QRV
F2657,Boeing 737-800,VT-SGK
F2658,Boeing 737-800,VT-BOF
F2659,Boeing 787-8,VT-GPQ
F2660,Airbus A319,VT-MGI
F2661,Boeing 787-8,VT-PAZ
F2662,Airbus A320,VT-OFG
F2663,Airbus A321,VT-OHE
F2664,Bombardier Q400,VT-CDE
F2665,Airbus A320,VT-LZH
F2666,Bombardier Q400,VT-NAE
F2667,ATR 72-600,VT-LSA
F2668,ATR 72-600,VT-TMM
F2669,ATR 72-600,VT-RYB
F2670,Bombardier Q400,VT-ELI
F2671,Airbus A319,VT-KZB
F2672,Boeing 737-900,VT-FVZ
F2673,Bombardier Q400,VT-QSH
F2674,Boeing 737-800,VT-QDS
F2675,Airbus A319,VT-CZA
F2676,Airbus A321,VT-SSB
F2677,Boeing 737-800,VT-RDT
F2678,Boeing 787-8,VT-XOU
F2679,Airbus A321,VT-HTD
F2680,Airbus A321,VT-PCN
F2681,Airbus A319,VT-WRP
F2682,ATR 72-600,VT-BOV
F2683,Boeing 737-900,VT-OHX
F2684,Airbus A320,VT-JHK
F2685,ATR 72-600,VT-CIA
F2686,Airbus A320,VT-OFQ
F2687,ATR 72-600,VT-ADI
F2688,Boeing 737-800,VT-HOC
F2689,Airbus A321,VT-ANO
F2690,Boeing 787-8,VT-NXO
F2691,Boeing 787-8,VT-BEP
F2692,Airbus A320,VT-FKS
F2693,Airbus A319,VT-PPU
F2694,Boeing 777-300ER,VT-ZDG
F2695,Airbus A320,VT-XRG
F2696,Bombardier Q400,VT-UQB
F2697,Airbus A321,VT-FRY
F2698,Airbus A321,VT-DBR
F2699,Boeing 787-8,VT-DNI
F2700,ATR 72-600,VT-WWZ
F2701,Bombardier Q400,VT-KXI
F2702,Boeing 777-300ER,VT-HRD
F2703,Boeing 777-300ER,VT-IXP
F2704,Airbus A321,VT-FGX
F2705,Boeing 737-900,VT-TTV
F2706,Airbus A319,VT-UGY
F2707,Boeing 737-800,VT-LJN
F2708,Boeing 777-300ER,VT-DIP
F2709,Bombardier Q400,VT-JOF
F2710,ATR 72-600,VT-NYI
F2711,Boeing 737-900,VT-QAX
F2712,Boeing 737-900,VT-OZC
F2713,Airbus A321,VT-BDP
F2714,Bombardier Q400,VT-YHY
F2715,Boeing 777-300ER,VT-MWM
F2716,Boeing 777-300ER,VT-YQO
F2717,Bombardier Q400,VT-XLQ
F2718,Boeing 737-900,VT-ALO
F2719,Bombardier Q400,VT-EYE
F2720,Boeing 787-8,VT-BGZ
F2721,Boeing 737-800,VT-LFA
F2722,Airbus A321,VT-QQD
F2723,Airbus A320,VT-BPM
F2724,ATR 72-600,VT-CNF
F2725,Bombardier Q400,VT-PQR
F2726,Boeing 737-800,VT-BLP
F2727,Airbus A321,VT-ZHR
F2728,Boeing 737-800,VT-GGA
F2729,Bombardier Q400,VT-ITW
F2730,Boeing 787-8,VT-VMI
F2731,Boeing 737-800,VT-CED
F2732,Boeing 787-8,VT-WOE
F2733,Boeing 787-8,VT-QZP
F2734,Airbus A320,VT-STO
F2735,Airbus A321,VT-KMT
F2736,Bombardier Q400,VT-HMH
F2737,Airbus A320,VT-MCR
F2738,Boeing 777-300ER,VT-ETJ
F2739,Boeing 777-300ER,VT-OSI
F2740,Boeing 777-300ER,VT-RWI
F2741,Boeing 737-900,VT-UTH
F2742,Airbus A320,VT-JLM
F2743,Airbus A320,VT-GDI
F2744,Boeing 777-300ER,VT-WBW
F2745,Airbus A321,VT-UNQ
F2746,Boeing 737-800,VT-GCD
F2747,Boeing 737-900,VT-TSJ
F2748,Boeing 737-900,VT-XSU
F2749,Airbus A320,VT-BUW
F2750,Boeing 787-8,VT-CJM
F2751,Airbus A320,VT-AER
F2752,Boeing 737-900,VT-TGX
F2753,Airbus A321,VT-MKG
F2754,Boeing 737-900,VT-ABS
F2755,Bombardier Q400,VT-ZPM
F2756,Boeing 737-900,VT-WDF
F2757,ATR 72-600,VT-ALH
F2758,Airbus A321,VT-TJC
F2759,ATR 72-600,VT-KTH
F2760,Airbus A321,VT-XUF
F2761,ATR 72-600,VT-VTX
F2762,Boeing 787-8,VT-EMI
F2763,Boeing 737-900,VT-SVM
F2764,Airbus A321,VT-RLH
F2765,Airbus A319,VT-FPQ
F2766,Boeing 787-8,VT-KJM
F2767,Airbus A319,VT-GSA
F2768,Bombardier Q400,VT-QQQ
F2769,Boeing 777-300ER,VT-CQZ
F2770,Airbus A320,VT-RSM
F2771,Boeing 777-300ER,VT-JRM
F2772,Boeing 737-900,VT-XWG
F2773,Airbus A319,VT-ELG
F2774,Boeing 787-8,VT-LGL
F2775,Boeing 737-900,VT-OPS
F2776,Airbus A321,VT-RIG
F2777,Boeing 737-800,VT-XZF
F2778,ATR 72-600,VT-ZYV
F2779,Boeing 737-900,VT-BBR
F2780,ATR 72-600,VT-FWY
F2781,Airbus A321,VT-MBG
F2782,Boeing 737-900,VT-YBD
F2783,ATR 72-600,VT-QFN
F2784,Boeing 737-900,VT-PPB
F2785,Boeing 737-900,VT-EPW
F2786,ATR 72-600,VT-PHV
F2787,Boeing 737-800,VT-ARD
F2788,Airbus A320,VT-ICW
F2789,Boeing 737-900,VT-ZXU
F2790,Airbus A319,VT-YMK
F2791,Airbus A321,VT-SAW
F2792,Boeing 777-300ER,VT-OIZ
F2793,Boeing 787-8,VT-GYJ
F2794,Boeing 787-8,VT-UZY
F2795,Bombardier Q400,VT-QND
F2796,Boeing 787-8,VT-UQC
F2797,Boeing 787-8,VT-WSD
F2798,Bombardier Q400,VT-MHY
F2799,Boeing 737-800,VT-CBJ
F2800,Airbus A319,VT-VBQ
F2801,Airbus A319,VT-MXB
F2802,Airbus A321,VT-QOK
F2803,Boeing 777-300ER,VT-VJU
F2804,Bombardier Q400,VT-WCG
F2805,Boeing 737-900,VT-ZJC
F2806,Airbus A321,VT-TNG
F2807,Boeing 737-800,VT-TUR
F2808,Airbus A319,VT-JPA
F2809,Boeing 737-800,VT-NRN
F2810,Airbus A319,VT-MWS
F2811,Airbus A319,VT-SOW
F2812,Boeing 777-300ER,VT-BPA
F2813,Airbus A319,VT-GXU
F2814,Boeing 787-8,VT-IMI
F2815,ATR 72-600,VT-JLY
F2816,Boeing 737-900,VT-HIF
F2817,Bombardier Q400,VT-HFX
F2818,ATR 72-600,VT-QBG
F2819,Airbus A321,VT-UAV
F2820,Airbus A321,VT-FCK
F2821,Boeing 737-900,VT-QRG
F2822,Airbus A321,VT-KOQ
F2823,Boeing 737-900,VT-WWA
F2824,Bombardier Q400,VT-RPI
F2825,Airbus A320,VT-XME
F2826,ATR 72-600,VT-NPU
F2827,Airbus A319,VT-LCC
F2828,Boeing 737-800,VT-PQI
F2829,Bombardier Q400,VT-FGC
F2830,Boeing 737-900,VT-MWL
F2831,Boeing 737-800,VT-SEE
F2832,Bombardier Q400,VT-RCN
F2833,Boeing 737-900,VT-VFQ
F2834,Boeing 737-800,VT-TKW
F2835,Boeing 787-8,VT-OBY
F2836,Boeing 737-800,VT-FVT
F2837,Airbus A319,VT-TVI
F2838,Boeing 777-300ER,VT-OVJ
F2839,Boeing 737-800,VT-HDG
F2840,ATR 72-600,VT-OJG
F2841,Airbus A321,VT-HPQ
F2842,Airbus A319,VT-SZJ
F2843,Boeing 777-300ER,VT-XBU
F2844,Airbus A320,VT-HKO
F2845,ATR 72-600,VT-NDI
F2846,ATR 72-600,VT-ENK
F2847,Airbus A319,VT-WUI
F2848,Bombardier Q400,VT-HCT
F2849,Airbus A320,VT-JHU
F2850,Airbus A320,VT-CPJ
F2851,Airbus A321,VT-TEZ
F2852,ATR 72-600,VT-BXG
F2853,Bombardier Q400,VT-PUT
F2854,Boeing 737-800,VT-UUT
F2855,Boeing 787-8,VT-CCW
F2856,Bombardier Q400,VT-ETQ
F2857,Airbus A321,VT-WUB
F2858,Airbus A321,VT-FKM
F2859,Boeing 737-900,VT-QSN
F2860,Airbus A321,VT-MAT
F2861,Boeing 777-300ER,VT-QFR
F2862,Airbus A319,VT-MLP
F2863,ATR 72-600,VT-ZUF
F2864,Airbus A320,VT-QNQ
F2865,Airbus A319,VT-ZKG
F2866,Boeing 777-300ER,VT-RUP
F2867,Boeing 737-800,VT-XIV
F2868,Airbus A320,VT-JOO
F2869,Airbus A319,VT-TWS
F2870,Airbus A320,VT-NPP
F2871,Bombardier Q400,VT-HRW
F2872,Boeing 737-900,VT-CYV
F2873,ATR 72-600,VT-PTE
F2874,Boeing 737-900,VT-BVX
F2875,Boeing 777-300ER,VT-CSO
F2876,Airbus A320,VT-RMD
F2877,Airbus A321,VT-BZT
F2878,Airbus A321,VT-ULW
F2879,Bombardier Q400,VT-CWD
F2880,Airbus A319,VT-LMT
F2881,Airbus A321,VT-WBF
F2882,Bombardier Q400,VT-XEA
F2883,Boeing 777-300ER,VT-PUY
F2884,Bombardier Q400,VT-CCL
F2885,Boeing 737-800,VT-MBX
F2886,Bombardier Q400,VT-JGH
F2887,Airbus A320,VT-ORO
F2888,Airbus A320,VT-EXU
F2889,Boeing 737-900,VT-BDK
F2890,Bombardier Q400,VT-FFZ
F2891,Boeing 737-900,VT-BSN
F2892,Boeing 737-800,VT-DAO
F2893,Airbus A321,VT-LIH
F2894,Boeing 737-800,VT-LIM
F2895,Boeing 787-8,VT-EXF
F2896,Boeing 787-8,VT-LMA
F2897,Boeing 737-800,VT-IHP
F2898,ATR 72-600,VT-BIK
F2899,Airbus A321,VT-AMK
F2900,Boeing 777-300ER,VT-ZVC
F2901,ATR 72-600,VT-TZI
F2902,Boeing 777-300ER,VT-NHZ
F2903,Airbus A320,VT-BSK
F2904,Boeing 787-8,VT-CKK
F2905,Airbus A319,VT-HEL
F2906,Boeing 737-900,VT-EPB
F2907,Boeing 777-300ER,VT-XCF
F2908,Boeing 777-300ER,VT-FKT
F2909,Airbus A320,VT-RVR
F2910,Boeing 787-8,VT-IIN
F2911,Airbus A319,VT-PQC
F2912,Airbus A319,VT-DIU
F2913,Airbus A321,VT-FMW
F2914,Bombardier Q400,VT-APD
F2915,Boeing 777-300ER,VT-EEG
F2916,Boeing 777-300ER,VT-NPH
F2917,ATR 72-600,VT-SMP
F2918,Bombardier Q400,VT-BXQ
F2919,Boeing 737-800,VT-YVV
F2920,Boeing 777-300ER,VT-AGM
F2921,Boeing 777-300ER,VT-GHW
F2922,Boeing 777-300ER,VT-FQM
F2923,Bombardier Q400,VT-WDW
F2924,Bombardier Q400,VT-ZJT
F2925,Boeing 787-8,VT-TKR
F2926,Airbus A321,VT-YWW
F2927,Airbus A319,VT-NHB
F2928,Airbus A319,VT-JZZ
F2929,Airbus A321,VT-WLU
F2930,Boeing 787-8,VT-LJZ
F2931,ATR 72-600,VT-VPY
F2932,Boeing 777-300ER,VT-KUT
F2933,Boeing 737-900,VT-OHG
F2934,Boeing 737-900,VT-LAQ
F2935,Boeing 777-300ER,VT-OKV
F2936,Airbus A319,VT-OKV
F2937,Boeing 737-900,VT-ZSO
F2938,Airbus A319,VT-REI
F2939,Boeing 787-8,VT-XFA
F2940,Airbus A320,VT-JBJ
F2941,Boeing 787-8,VT-YXG
F2942,Boeing 737-900,VT-LGU
F2943,Boeing 737-900,VT-UNU
F2944,Airbus A319,VT-HBI
F2945,Boeing 737-800,VT-ZWD
F2946,Bombardier Q400,VT-RUA
F2947,Boeing 777-300ER,VT-LJH
F2948,Bombardier Q400,VT-QCQ
F2949,Airbus A320,VT-XAT
F2950,Airbus A319,VT-DCZ
F2951,Airbus A319,VT-IWD
F2952,Airbus A320,VT-PIR
F2953,ATR 72-600,VT-QDF
F2954,Airbus A321,VT-BEM
F2955,Boeing 737-800,VT-ODI
F2956,Boeing 737-900,VT-SXB
F2957,Airbus A321,VT-WIN
F2958,Airbus A320,VT-CHS
F2959,Airbus A321,VT-ERT
F2960,Airbus A319,VT-YBF
F2961,Airbus A321,VT-UMS
F2962,Boeing 787-8,VT-YHB
F2963,Airbus A320,VT-KRE
F2964,Boeing 787-8,VT-BNR
F2965,Boeing 777-300ER,VT-EWU
F2966,Boeing 787-8,VT-BGB
F2967,Boeing 737-800,VT-FIW
F2968,ATR 72-600,VT-UIO
F2969,Airbus A321,VT-KDG
F2970,Boeing 787-8,VT-DGN
F2971,ATR 72-600,VT-RVD
F2972,Boeing 777-300ER,VT-RQG
F2973,ATR 72-600,VT-CWI
F2974,Boeing 787-8,VT-WQE
F2975,Airbus A319,VT-NYY
F2976,Airbus A321,VT-KKH
F2977,Boeing 787-8,VT-YET
F2978,Bombardier Q400,VT-BWG
F2979,Bombardier Q400,VT-ULA
F2980,Boeing 787-8,VT-CCF
F2981,Airbus A321,VT-GDR
F2982,Bombardier Q400,VT-ALJ
F2983,Boeing 737-900,VT-VYO
F2984,Airbus A320,VT-ZKP
F2985,Airbus A320,VT-TLH
F2986,Boeing 777-300ER,VT-AZQ
F2987,Boeing 737-800,VT-TRC
F2988,ATR 72-600,VT-EVM
F2989,Boeing 737-900,VT-DED
F2990,Boeing 787-8,VT-TBK
F2991,Boeing 737-800,VT-GMG
F2992,Airbus A321,VT-WZI
F2993,Bombardier Q400,VT-KQH
F2994,Boeing 777-300ER,VT-SBP
F2995,ATR 72-600,VT-OWF
F2996,Airbus A320,VT-FQL
F2997,Boeing 737-800,VT-SQO
F2998,Airbus A321,VT-SZV
F2999,Airbus A319,VT-SBA
F3000,Airbus A319,VT-TTB
F3001,Bombardier Q400,VT-MFA
F3002,Airbus A319,VT-LER
F3003,Boeing 737-800,VT-OHC
F3004,Boeing 737-800,VT-KCP
F3005,Boeing 787-8,VT-RJX
F3006,Bombardier Q400,VT-WOM
F3007,Boeing 737-800,VT-HYZ
F3008,Boeing 737-900,VT-CWZ
F3009,Bombardier Q400,VT-ERS
F3010,Boeing 777-300ER,VT-QEE
F3011,Airbus A321,VT-VHB
F3012,Boeing 787-8,VT-IOC
F3013,Bombardier Q400,VT-KTR
F3014,Airbus A319,VT-UNR
F3015,Boeing 777-300ER,VT-CXA
F3016,Airbus A320,VT-BJB
F3017,Boeing 787-8,VT-QAU
F3018,Airbus A321,VT-THE
F3019,Boeing 737-800,VT-HTH
F3020,Boeing 787-8,VT-CXO
F3021,Boeing 787-8,VT-EPJ
F3022,Boeing 737-900,VT-QJP
F3023,Boeing 737-900,VT-JER
F3024,Boeing 777-300ER,VT-ZAD
F3025,Boeing 777-300ER,VT-OMV
F3026,Bombardier Q400,VT-ZUZ
F3027,Boeing 737-800,VT-QUV
F3028,Boeing 737-800,VT-OYP
F3029,Airbus A320,VT-LEA
F3030,Boeing 737-800,VT-QLC
F3031,Boeing 737-800,VT-IRE
F3032,Airbus A321,VT-JSI
F3033,Airbus A321,VT-SLE
F3034,Bombardier Q400,VT-XLL
F3035,Boeing 777-300ER,VT-ZQN
F3036,Airbus A320,VT-ELX
F3037,Airbus A321,VT-ZSM
F3038,Bombardier Q400,VT-HIA
F3039,Boeing 787-8,VT-MBF
F3040,Bombardier Q400,VT-TYU
F3041,Boeing 737-800,VT-VCX
F3042,Boeing 777-300ER,VT-SHT
F3043,Bombardier Q400,VT-HZK
F3044,Boeing 737-900,VT-CJI
F3045,Airbus A320,VT-XQT
F3046,ATR 72-600,VT-HTE
F3047,Boeing 737-900,VT-ZNE
F3048,Boeing 737-800,VT-QVI
F3049,Bombardier Q400,VT-KQB
F3050,Airbus A321,VT-VMN
F3051,Boeing 787-8,VT-KQV
F3052,Bombardier Q400,VT-IXY
F3053,Boeing 777-300ER,VT-DYR
F3054,ATR 72-600,VT-HWU
F3055,Airbus A320,VT-KDD
F3056,Airbus A320,VT-YFM
F3057,Airbus A320,VT-VKZ
F3058,Bombardier Q400,VT-XDQ
F3059,Bombardier Q400,VT-WOC
F3060,Bombardier Q400,VT-IOJ
F3061,Airbus A321,VT-YYQ
F3062,Boeing 737-800,VT-ICW
F3063,Airbus A320,VT-PYX
F3064,Boeing 787-8,VT-UKD
F3065,Boeing 737-900,VT-BPG
F3066,Boeing 777-300ER,VT-NOZ
F3067,Boeing 777-300ER,VT-ETH
F3068,Boeing 777-300ER,VT-UAG
F3069,Airbus A320,VT-DLH
F3070,Bombardier Q400,VT-GMQ
F3071,Airbus A319,VT-HDB
F3072,Boeing 777-300ER,VT-HQR
F3073,Airbus A321,VT-TKG
F3074,Airbus A321,VT-AYK
F3075,Boeing 737-800,VT-PKU
F3076,Airbus A320,VT-FLP
F3077,Boeing 777-300ER,VT-ASU
F3078,Boeing 787-8,VT-SXO
F3079,Boeing 737-900,VT-LEA
F3080,Airbus A319,VT-SCL
F3081,Airbus A319,VT-LRN
F3082,Airbus A320,VT-NXV
F3083,Boeing 787-8,VT-FPQ
F3084,Airbus A321,VT-JQX
F3085,Airbus A319,VT-VZG
F3086,Boeing 787-8,VT-LHX
F3087,Boeing 777-300ER,VT-IDF
F3088,ATR 72-600,VT-OTQ
F3089,ATR 72-600,VT-TNA
F3090,Boeing 737-800,VT-MQR
F3091,Airbus A319,VT-RSD
F3092,Bombardier Q400,VT-GON
F3093,Boeing 777-300ER,VT-NWP
F3094,Bombardier Q400,VT-GNM
F3095,Bombardier Q400,VT-OXE
F3096,Boeing 777-300ER,VT-QMX
F3097,Airbus A320,VT-SYD
F3098,Airbus A321,VT-GLK
F3099,ATR 72-600,VT-NCK
F3100,Airbus A320,VT-BRH
F3101,ATR 72-600,VT-GUN
F3102,Bombardier Q400,VT-SYS
F3103,Airbus A319,VT-BJX
F3104,Boeing 737-800,VT-BVR
F3105,ATR 72-600,VT-ETN
F3106,Boeing 737-800,VT-FFU
F3107,Bombardier Q400,VT-RLG
F3108,Boeing 737-800,VT-EQW
F3109,Boeing 787-8,VT-NXP
F3110,Boeing 737-800,VT-VCN
F3111,Boeing 777-300ER,VT-JUX
F3112,Airbus A320,VT-CQF
F3113,Boeing 787-8,VT-FDP
F3114,ATR 72-600,VT-TUZ
F3115,Boeing 737-900,VT-JBO
F3116,Bombardier Q400,VT-OBW
F3117,Airbus A321,VT-PPJ
F3118,Airbus A319,VT-ZIL
F3119,Boeing 777-300ER,VT-LOQ
F3120,Boeing 787-8,VT-SVP
F3121,Boeing 787-8,VT-HNI
F3122,Airbus A319,VT-JAM
F3123,Airbus A320,VT-WLO
F3124,Bombardier Q400,VT-VSM
F3125,Bombardier Q400,VT-GTB
F3126,Boeing 737-800,VT-KKX
F3127,Airbus A319,VT-RQI
F3128,Airbus A319,VT-VAW
F3129,Bombardier Q400,VT-ETA
F3130,Boeing 787-8,VT-CSB
F3131,Boeing 737-900,VT-BXF
F3132,Airbus A321,VT-LZM
F3133,Boeing 777-300ER,VT-UVD
F3134,Boeing 777-300ER,VT-TDT
F3135,Boeing 777-300ER,VT-RHG
F3136,Boeing 777-300ER,VT-JDF
F3137,Boeing 737-900,VT-OMB
F3138,Airbus A320,VT-EVZ
F3139,Boeing 737-800,VT-PLP
F3140,Airbus A319,VT-QXS
F3141,Airbus A319,VT-YRR
F3142,Airbus A320,VT-KOS
F3143,ATR 72-600,VT-AYE
F3144,Boeing 737-900,VT-KZQ
F3145,Airbus A320,VT-LSU
F3146,Boeing 737-800,VT-KLN
F3147,Airbus A319,VT-BPQ
F3148,Airbus A320,VT-YUT
F3149,Airbus A319,VT-KHM
F3150,Boeing 787-8,VT-YFX
F3151,Boeing 737-800,VT-DCD
F3152,Airbus A319,VT-WEE
F3153,Airbus A321,VT-MES
F3154,Airbus A321,VT-JHB
F3155,Bombardier Q400,VT-THN
F3156,Bombardier Q400,VT-ZOI
F3157,Boeing 737-800,VT-DLP
F3158,Bombardier Q400,VT-CPD
F3159,Airbus A320,VT-JZO
F3160,Airbus A320,VT-LUV
F3161,Boeing 777-300ER,VT-XSZ
F3162,Boeing 737-800,VT-FCU
F3163,Airbus A319,VT-QGF
F3164,Airbus A320,VT-BSP
F3165,Boeing 737-900,VT-UGK
F3166,Airbus A321,VT-LQC
F3167,ATR 72-600,VT-TXN
F3168,Boeing 737-900,VT-TRJ
F3169,ATR 72-600,VT-OXJ
F3170,Airbus A320,VT-MUN
F3171,Bombardier Q400,VT-OXB
F3172,Boeing 787-8,VT-OAA
F3173,Airbus A320,VT-OTZ
F3174,Boeing 777-300ER,VT-VQK
F3175,Airbus A320,VT-RAM
F3176,Airbus A319,VT-AYD
F3177,Bombardier Q400,VT-WHY
F3178,Boeing 787-8,VT-TTF
F3179,Boeing 737-800,VT-NGU
F3180,Airbus A320,VT-NZM
F3181,Airbus A321,VT-EVQ
F3182,Bombardier Q400,VT-TLR
F3183,Airbus A321,VT-MLX
F3184,Airbus A320,VT-EDR
F3185,Airbus A319,VT-HRI
F3186,Airbus A321,VT-MCN
F3187,Boeing 787-8,VT-LMS
F3188,Boeing 737-900,VT-USF
F3189,Boeing 737-800,VT-RBF
F3190,Bombardier Q400,VT-VDK
F3191,Boeing 777-300ER,VT-DNM
F3192,Bombardier Q400,VT-EGM
F3193,Bombardier Q400,VT-TYK
